Architecture,Accuracy,Accuracy_TS,AUROC,AUROC_TS,ECE_15,ECE_15_TS,MCE_15,MCE_15_TS,Gamma Correlation,Gamma Correlation_TS,Parameters #,AURC,AURC_TS,Confidence Mean,Confidence Mean_TS,Confidence Median,Confidence Median_TS,Confidence GINI,Confidence GINI_TS,Confidence Variance,Confidence Variance_TS,A-ECE,A-ECE_TS,A-MCE,A-MCE_TS,Parameters # Trainable,ECE_10,ECE_10_TS,MCE_10,MCE_10_TS,ECE_30,ECE_30_TS,MCE_30,MCE_30_TS,ECE_50,ECE_50_TS,MCE_50,MCE_50_TS,input size,Temperature,Coverage_for_Accuracy_95,Coverage_for_Accuracy_95_nonstrict,Coverage_for_Accuracy_95_TS,Coverage_for_Accuracy_95_nonstrict_TS,Coverage_for_Accuracy_99,Coverage_for_Accuracy_99_nonstrict,Coverage_for_Accuracy_99_TS,Coverage_for_Accuracy_99_nonstrict_TS,Coverage_for_Accuracy_98,Coverage_for_Accuracy_98_nonstrict,Coverage_for_Accuracy_98_TS,Coverage_for_Accuracy_98_nonstrict_TS,Coverage_for_Accuracy_97,Coverage_for_Accuracy_97_nonstrict,Coverage_for_Accuracy_97_TS,Coverage_for_Accuracy_97_nonstrict_TS,Coverage_for_Accuracy_96,Coverage_for_Accuracy_96_nonstrict,Coverage_for_Accuracy_96_TS,Coverage_for_Accuracy_96_nonstrict_TS,EAURC,EAURC_TS,hAURC_selective_01,hAURC_climbing_01,hAURC_jumping_01,hAURC_maxcoverage_01,hAURC_selective_hier,hAURC_climbing_hier,hAURC_jumping_hier,hAURC_maxcoverage_hier,Gain_climbing_01,Gain_jumping_01,Gain_maxcoverage_01,Gain_climbing_hier,Gain_jumping_hier,Gain_maxcoverage_hier,hAURC_selective_01_TS,hAURC_climbing_01_TS,hAURC_jumping_01_TS,hAURC_maxcoverage_01_TS,hAURC_selective_hier_TS,hAURC_climbing_hier_TS,hAURC_jumping_hier_TS,hAURC_maxcoverage_hier_TS,Gain_climbing_01_TS,Gain_jumping_01_TS,Gain_maxcoverage_01_TS,Gain_climbing_hier_TS,Gain_jumping_hier_TS,Gain_maxcoverage_hier_TS
dpn68b.mx_in1k,77.544,77.55111,0.8668771032912038,0.8664889829850488,0.0329507440328598,0.0154082896187901,0.0730636119842529,0.054948553442955,0.7337542065824076,0.7329779659700977,12611602,0.06331,0.06355,0.80729,0.78248,0.93474,0.90666,0.15271,0.16926,0.05714,0.06313,0.0320936143398284,0.0150908585637807,0.0736715793609619,0.0375808924436569,12611602,0.0329481847584247,0.0154057396575808,0.0731756091117858,0.0506804883480072,0.0331974737346172,0.0160507522523403,0.0843228101730346,0.0709516704082489,0.0337407067418098,0.0168497394770383,0.0910374522209167,0.1032862514257431,224,1.09224,0.58261,0.58261,0.58343,0.58343,0.17744,0.17744,0.17031,0.17031,0.36893,0.36893,0.35613,0.35613,0.46517,0.46517,0.46039,0.46039,0.53265,0.53265,0.53237,0.53237,0.0359646901488304,0.0362218394875526,0.0483948934688276,0.0417155907396864,0.0421241602747034,0.0420999540238786,0.0291588039512793,0.0257640429019925,0.0259713998961985,0.025978277865689,13.80166842074672,12.95742741569072,13.0074456078795,11.64231926302273,10.93118929159967,10.9076013231014,0.0484410664150697,0.0426441036930443,0.0432868828598752,0.0432348971215464,0.0288952468514804,0.0261859209648326,0.0265198596427307,0.0265166434548631,11.967041915126101,10.64011165863006,10.74742915218673,9.37637217834989,8.2206849484933,8.2318154568574
dpn68b.ra_in1k,78.536,78.55333,0.768780975204422,0.8431455658136743,0.4851207137107849,0.0308459736406803,0.5798484086990356,0.0706389546394348,0.5375619504088441,0.6862911316273484,12611602,0.09639,0.06972,0.30024,0.81558,0.25872,0.92628,0.35887,0.13886,0.03901,0.04936,0.4851207435131073,0.0300477966666221,0.5880312919616699,0.0556607842445373,12611602,0.4851207733154297,0.0305816736072301,0.5808022618293762,0.0623942017555236,0.4852078258991241,0.0312680192291736,0.5844206809997559,0.0721628665924072,0.4851990342140198,0.0320464223623275,0.5904869437217712,0.1065276563167572,224,0.56506,0.00024,0.15808,0.50959,0.50959,0.00024,0.00024,0.00193,0.00193,0.00024,0.00024,0.00551,0.00551,0.00024,0.00408,0.29773,0.29773,0.00024,0.08906,0.4249,0.4249,0.071502961218357,0.0448712557554245,0.0620116958430312,0.0765719548111915,0.144431170930615,0.1281005550057202,0.0369791148310137,0.0486037817245166,0.1045617094998707,0.0894060367130141,-23.47985935591286,-132.90956482823847,-106.57482957727531,-31.43576298844658,-182.75882204778145,-141.77441001922233,0.0494234967201103,0.046348988302321,0.046679355845621,0.0466513471873468,0.0297934634829765,0.0285685887830045,0.0287646255405636,0.0287538007985663,6.22074240355868,5.55230013373935,5.60897086756614,4.11121956556632,3.45323377055763,3.48956637755184
dpn92.mx_in1k,80.022,80.01111,0.8676473640386595,0.866184251631409,0.0518031679093837,0.0290094781666994,0.1127326488494873,0.0990722626447677,0.735294728077319,0.7323685032628181,37668392,0.05393,0.05462,0.85044,0.82073,0.97443,0.95119,0.12408,0.14516,0.04812,0.05675,0.0502233207225799,0.0283834096044302,0.114392340183258,0.052165150642395,37668392,0.0518032386898994,0.028302514925599,0.1128548383712768,0.0829608887434005,0.0518519915640354,0.0290576070547103,0.1182353496551513,0.1027983948588371,0.0520156510174274,0.0291366428136825,0.1405444741249084,0.1328002214431762,224,1.12893,0.62943,0.62943,0.62543,0.62543,0.17326,0.17326,0.14829,0.14829,0.39271,0.39271,0.37044,0.37044,0.50755,0.50755,0.49621,0.49621,0.57557,0.57557,0.57177,0.57177,0.0324908047914505,0.0331641435623168,0.0411181648636864,0.0343689056480675,0.0346139682973175,0.0345967269726469,0.0244954056876371,0.0209453161594369,0.0210784354983544,0.0210781281217986,16.41430068193428,15.818304605595621,15.86023576844729,14.492879087084939,13.94943293797849,13.950687771475431,0.0413797999992388,0.0355016403035486,0.035911743324614,0.0358744581853246,0.0244270861413819,0.0214788726944336,0.0217033684926279,0.0216991188821296,14.2053845011294,13.21431392787157,13.30441861491729,12.06944385377895,11.15039932716241,11.16779645129619
dpn98.mx_in1k,79.664,79.66444,0.8720001464846296,0.8696421806812478,0.055250946432352,0.0316099449992179,0.1250814795494079,0.0730084627866745,0.7440002929692593,0.7392843613624954,61570728,0.05409,0.05461,0.85118,0.81585,0.97994,0.95502,0.12539,0.15192,0.0499,0.06129,0.054535649716854,0.0310221891850233,0.1194572448730468,0.0654924213886261,61570728,0.0547409281134605,0.0309368483722209,0.1218731999397277,0.0715916454792022,0.05548532679677,0.0322675183415412,0.1550483703613281,0.0910431742668151,0.0559269376099109,0.0324064195156097,0.1606447696685791,0.1184464246034622,224,1.16138,0.63107,0.63107,0.62432,0.62432,0.23642,0.23642,0.22579,0.22579,0.41787,0.41787,0.41528,0.41528,0.51125,0.51125,0.50548,0.50548,0.57919,0.57919,0.56988,0.56988,0.0318507701158523,0.0323734804987907,0.0414162548462301,0.0348390773485228,0.0350576536510511,0.0350501438371091,0.0246046486011031,0.0211802405590059,0.0213013634103028,0.0213067101562399,15.880666955829259,15.35291208436659,15.37104461221078,13.91772789611641,13.42545160613349,13.40372097293562,0.0417977745107478,0.0362019836897004,0.0366269016631128,0.0365967620773344,0.0245018876390765,0.0217928532007068,0.0220231315771416,0.0220302123485302,13.387772163822989,12.371167862789829,12.4432759741216,11.056431562640979,10.116592233415,10.08769335226394
eca_botnext26ts_256.c1_in1k,79.264,79.23555,0.8402672668215795,0.8584600397471962,0.1702924072742462,0.0393385514616966,0.2344578504562378,0.113857090473175,0.6805345336431591,0.7169200794943924,10593301,0.07308,0.06409,0.62235,0.8315,0.68778,0.94011,0.17698,0.12021,0.04026,0.04157,0.1702924072742462,0.040014237165451,0.2329436540603637,0.110360562801361,10593301,0.1702923625707626,0.0393667295575141,0.2311422824859619,0.1157232522964477,0.1702936738729477,0.0394628159701824,0.2432599067687988,0.1327530741691589,0.1702924370765686,0.0397955514490604,0.2388917803764343,0.135452926158905,256,0.76932,0.52125,0.52125,0.60874,0.60874,0.00098,0.00098,0.00053,0.00053,0.0013,0.0013,0.00053,0.00053,0.0013,0.0042,0.00053,0.01156,0.00172,0.00596,0.53877,0.53877,0.049922190606594,0.0408654883503913,0.0477531057611526,0.0475703203656384,0.0485125377469369,0.0484148066370794,0.0283673358913601,0.0294725434778227,0.030018605197083,0.0299852213985816,0.38277174353532,-1.59033003964762,-1.3856708697364999,-3.89605703790905,-5.82102356050255,-5.70333962067392,0.0448455794782189,0.0395156635984364,0.0396619308847105,0.0396483281928217,0.026877605134257,0.0241559417413428,0.0242235478167923,0.0242205798279988,11.8850418297555,11.55888418394961,11.58921647544206,10.12613802204142,9.87460491441623,9.88564752322969
eca_halonext26ts.c1_in1k,79.48,79.52445,0.8351594967679782,0.8576041180375575,0.18528813123703,0.0332948006689548,0.2467125654220581,0.0996823906898498,0.6703189935359565,0.7152082360751151,10756885,0.07319,0.06311,0.60951,0.82852,0.6672,0.93929,0.18893,0.12437,0.04281,0.04338,0.1852881610393524,0.0333542190492153,0.2542952299118042,0.1059463024139404,10756885,0.1852881461381912,0.0336230620741844,0.2491620779037475,0.0984474420547485,0.1852996945381164,0.0339245982468128,0.2528475522994995,0.120338499546051,0.1853086203336715,0.0341921225190162,0.2600303888320923,0.1298781037330627,256,0.75506,0.51987,0.51987,0.61536,0.61536,0.0008,0.0008,0.00053,0.00053,0.0008,0.00428,0.00053,0.00053,0.00792,0.00792,0.00053,0.00471,0.0844,0.0844,0.5463,0.5463,0.0505256280303001,0.040554478764534,0.0479378951205597,0.0479327275415154,0.0490720116980763,0.0489375536068173,0.0285866319988926,0.0299023205841266,0.0305988717238648,0.0305608218008621,0.01077973705636,-2.36580386907755,-2.0853199410267997,-4.602460986957,-7.0390933952979005,-6.9059894920322495,0.0441487841867931,0.0388537601896852,0.0390228603206141,0.0390147073648436,0.0265578048387282,0.0238911698122119,0.0239924731844794,0.0239962491065855,11.99358961892303,11.61056631705037,11.629033316585389,10.04087138492565,9.65942655963757,9.64520881035812
eca_nfnet_l0.ra2_in1k,81.748,81.73556,0.858791734161068,0.8698677951431378,0.1004679799079895,0.0361374877393245,0.1307079792022705,0.1187370419502258,0.7175834683221362,0.7397355902862757,24143924,0.05292,0.04846,0.71701,0.85349,0.80357,0.95934,0.15867,0.11089,0.04555,0.03906,0.1004679277539253,0.0361374653875827,0.1363211274147033,0.1018276810646057,24143924,0.1004679277539253,0.0361374467611312,0.1319011449813842,0.1099642515182495,0.1004695892333984,0.0362617634236812,0.1354632973670959,0.1191590428352356,0.1004684194922447,0.0365520939230918,0.4655163884162903,0.1759013831615448,224,0.79489,0.66065,0.66065,0.6755,0.6755,0.00314,0.00506,0.00316,0.00811,0.1689,0.1689,0.40421,0.40421,0.47661,0.47661,0.55919,0.55919,0.59763,0.59763,0.62883,0.62883,0.0351443961262702,0.0306641906499862,0.0377259879131218,0.0349879702652629,0.0354037460596498,0.0353669222862657,0.0219320386956795,0.0213358311442072,0.0215688791003916,0.0215637831235869,7.25764333637664,6.15554948175224,6.25315798830451,2.71843196952648,1.6558405733590802,1.6790758816469802,0.0361064067055832,0.0306832842388112,0.0307737474254461,0.0307725110608695,0.0212230382474413,0.0185672221102584,0.0186146786722191,0.0186190516070329,15.01983432190572,14.769288241891271,14.772712466812449,12.513835701648752,12.29022699205967,12.26962233233646
eca_nfnet_l1.ra2_in1k,83.268,83.27333,0.8435942059712754,0.8600396900267108,0.0830026865005493,0.0399396121501922,0.1205841302871704,0.1597577929496765,0.6871884119425509,0.7200793800534214,41407728,0.05675,0.04969,0.7497,0.87264,0.8203,0.95554,0.11754,0.08784,0.03061,0.02886,0.0829807296395301,0.0431118160486221,0.1333248615264892,0.1458123326301574,41407728,0.0829807221889495,0.0399064682424068,0.1098731756210327,0.1462903022766113,0.0834604427218437,0.0401070192456245,0.1282629966735839,0.1648787856101989,0.0838563740253448,0.0420915596187114,0.1340773105621338,0.1729732751846313,256,0.8321,0.00024,0.68541,0.00033,0.71138,0.00024,0.00024,0.00033,0.00033,0.00024,0.00024,0.00033,0.00467,0.00024,0.00024,0.00033,0.00569,0.00024,0.00546,0.00033,0.65814,0.0419033356010913,0.0348473899066448,0.0357891313322915,0.0335377879823388,0.0337031330264749,0.0336893366659822,0.0210390915021513,0.0207362799561888,0.0208372344314512,0.0208324069278312,6.290578357573399,5.8285804325584705,5.86712945562534,1.43928052183965,0.9594381519728501,0.9823835515851399,0.0334836590673651,0.0288652130569188,0.0289138572386737,0.0289133863831727,0.0198514988773908,0.0176686771576879,0.0177000956274741,0.0177007354831214,13.79313414090883,13.647856763496211,13.649262988246061,10.99575267935532,10.83748518539825,10.83426197464067
eca_nfnet_l2.ra3_in1k,84.138,84.16445,0.8525746405194109,0.866300576452364,0.0941475555300712,0.033097967505455,0.1235677599906921,0.1214514374732971,0.7051492810388217,0.732601152904728,56722348,0.04909,0.043,0.7473,0.87473,0.81864,0.95705,0.11351,0.08566,0.0288,0.02769,0.094081163406372,0.0385868996381759,0.1313894987106323,0.1255761384963989,56722348,0.094081126153469,0.0331144928932189,0.1156705617904663,0.1323405802249908,0.0944296643137931,0.0374821722507476,0.1460323333740234,0.4037559628486633,0.0945176109671592,0.038406528532505,0.1342422366142273,0.4037559628486633,320,0.82746,0.00016,0.72027,0.73167,0.73167,0.00016,0.00016,0.00258,0.00258,0.00016,0.00016,0.00273,0.00273,0.00016,0.00016,0.60461,0.60461,0.00016,0.00016,0.67741,0.67741,0.0357844159007072,0.0297416970133781,0.0322556123680315,0.0301777025792473,0.0302873148420924,0.0302826645461195,0.0187926352196654,0.0186243212986369,0.0186928524127596,0.0186939959357532,6.44201004487385,6.10218619780383,6.11660321125179,0.89563767433953,0.53096761438417,0.5248826615275499,0.0303577064309527,0.0259091704849871,0.0259357242575425,0.025934119182607,0.0178306492000476,0.0158219963950224,0.0158398230521396,0.0158394919279467,14.653728719867631,14.566259092951462,14.57154630046546,11.26516921784237,11.16519160672319,11.167048657407321
eca_resnet33ts.ra2_in1k,80.096,80.09334,0.857797973621365,0.8683345776334298,0.0690818130970001,0.0289501622319221,0.1025769710540771,0.0849692746996879,0.7155959472427299,0.7366691552668596,19676302,0.05908,0.05499,0.73188,0.82959,0.83289,0.94676,0.17426,0.13066,0.05654,0.0476,0.0690817981958389,0.0286519881337881,0.0927287340164184,0.0706880688667297,19676302,0.0690818354487419,0.0288907624781131,0.0970814228057861,0.0691430568695068,0.0690817981958389,0.029260329902172,0.4771742820739746,0.0986675024032592,0.0691118091344833,0.0295718852430582,0.2982142269611358,0.1972250640392303,256,0.83266,0.61139,0.61139,0.63139,0.63139,0.00088,0.00088,0.00073,0.00073,0.00088,0.00088,0.00073,0.00531,0.44687,0.44687,0.50094,0.50094,0.54591,0.54591,0.58136,0.58136,0.0378069430589675,0.0337164178490638,0.0424787599572346,0.0390331365490902,0.0395952402896631,0.0395226962102401,0.0248282673737547,0.0236482462726924,0.0239618051178666,0.0239368489151613,8.11140299672901,6.78814464093232,6.95892194115479,4.7527323727373405,3.48982167319492,3.5903369541429697,0.0408063234581947,0.035383114578794,0.0355615471725371,0.0355453857155018,0.0241221582819288,0.0214340237341532,0.0215268370535675,0.0215256979342948,13.29011883404946,12.85285181604473,12.89245709205504,11.14383927158528,10.759075527273989,10.76379782143762
eca_resnext26ts.ch_in1k,77.454,77.41111,0.8536477416672134,0.866774943728466,0.1451504230499267,0.0267877653241157,0.2036681771278381,0.0987110882997512,0.7072954833344267,0.733549887456932,10297988,0.07021,0.06522,0.62939,0.80084,0.69979,0.92536,0.22916,0.15265,0.06547,0.05597,0.1451504230499267,0.0267307180911302,0.1995655298233032,0.0609282255172729,10297988,0.1451504230499267,0.026856230571866,0.1978215277194976,0.0588461756706237,0.1451504230499267,0.0268824659287929,0.2128678560256958,0.1096081286668777,0.145151138305664,0.0270328558981418,0.2200427651405334,0.1119939982891082,256,0.75273,0.53763,0.53763,0.57712,0.57712,0.02982,0.02982,0.07402,0.07402,0.15162,0.15162,0.31295,0.31295,0.35791,0.35791,0.44379,0.44379,0.47285,0.47285,0.52232,0.52232,0.0426371544599533,0.0375384837388992,0.050973274626776,0.0496000688674393,0.0514115661116782,0.0511214630486908,0.0300246241609892,0.0304094844540557,0.03142014291984,0.0312848873607517,2.69397202630446,-0.85984565070872,-0.29071787716181,-1.2818155224957302,-4.64791416328199,-4.19743205778384,0.0488088530302668,0.0431011344385591,0.0434370023839123,0.0434225075879806,0.0292107645145494,0.0263798220978257,0.0265359912749362,0.0265478142355885,11.69402318912974,11.00589403939349,11.03559110259374,9.69143555045826,9.1568066911804,9.116332020802
ecaresnet101d.miil_in1k,82.16,82.16889,0.8280536200828745,0.8549036536539235,0.1536097228527069,0.0326486341655254,0.2089646458625793,0.1193167567253112,0.656107240165749,0.7098073073078471,44568563,0.06479,0.05407,0.66799,0.85434,0.72612,0.94577,0.14966,0.10178,0.03401,0.03313,0.1536096930503845,0.0331887900829315,0.2162198424339294,0.1002351641654968,44568563,0.1536096632480621,0.032655544579029,0.2098593115806579,0.1129365563392639,0.1536111980676651,0.0327013991773128,0.2111133337020874,0.1234951615333557,0.1536347419023513,0.0327204167842865,0.2207542061805725,0.1446276307106018,224,0.78187,0.54973,0.54973,0.66059,0.66059,0.00098,0.00098,0.00138,0.00458,0.00116,0.00116,0.00644,0.00644,0.00116,0.00502,0.44277,0.44277,0.00586,0.00586,0.59008,0.59008,0.0478371456265449,0.037132628262043,0.0411161890327115,0.0402802015531679,0.0407204477835318,0.0406887443364283,0.0239177445775528,0.0246565709152633,0.0249147534990319,0.0249112749999307,2.03323191961795,0.962494964854,1.03960193378605,-3.08903013540789,-4.16849054578026,-4.1539469541388,0.0371563421570592,0.0325994540310309,0.032663527047277,0.0326612458907636,0.0217886403761286,0.0197062299992163,0.019738677898796,0.0197403447069053,12.26409237692559,12.09165070875673,12.097790055045959,9.55732134251833,9.40840016607252,9.4007502710789
ecaresnet101d_pruned.miil_in1k,80.816,80.91111,0.8272969598749965,0.830469193977911,0.0232207756489515,0.0360193997621536,0.0959076881408691,0.0763431042432785,0.6545939197499929,0.6609383879558219,24876040,0.06542,0.06409,0.82127,0.84277,0.92679,0.94735,0.1304,0.1187,0.04495,0.04125,0.0232509598135948,0.0346199087798595,0.04960498213768,0.0754138827323913,24876040,0.0232207085937261,0.0360193401575088,0.0812745094299316,0.0723867416381836,0.0242501273751258,0.0360692515969276,0.3115352094173431,0.4798088371753692,0.0238685887306928,0.0376525670289993,0.4729465842247009,0.4690346419811249,224,0.95545,0.54031,0.54031,0.55208,0.55208,0.00064,0.00506,0.00096,0.00473,0.00064,0.0215,0.00096,0.04655,0.00064,0.30057,0.32035,0.32035,0.44477,0.44477,0.46139,0.46139,0.0457097142934799,0.0445900410413742,0.0451768562726873,0.0407930189924838,0.0409462340354325,0.0409374876856209,0.0268318500391042,0.0247123159169704,0.0248008869366502,0.0248008235094198,9.70372363615288,9.36457865000353,9.3839388944587,7.8993215862668595,7.56922500496271,7.56946139280128,0.0444034098970489,0.0395638825378302,0.0396741635708163,0.0396694813438406,0.0265295854879328,0.0240591711782779,0.0241223891419197,0.0241235660569867,10.89899935711998,10.65063772624118,10.66118247266181,9.31192200789787,9.07362969205828,9.06919345588907
ecaresnet269d.ra2_in1k,84.726,84.74222,0.8535073188547732,0.8664963024358079,0.1233279854059219,0.0388413369655609,0.1837062984704971,0.1564247608184814,0.7070146377095463,0.7329926048716157,102093077,0.04574,0.04091,0.72393,0.88608,0.78875,0.96151,0.10933,0.07736,0.02546,0.02482,0.1233279779553413,0.0434250310063362,0.1679461002349853,0.1512445211410522,102093077,0.1233280152082443,0.0389227531850338,0.1563776731491089,0.1476876139640808,0.1233280003070831,0.0438277199864387,0.1837062984704971,0.2528607845306396,0.1234729886054992,0.0436178892850875,0.2844467759132385,0.2169867157936096,320,0.8017,0.73675,0.73675,0.0004,0.74136,0.00046,0.00046,0.0004,0.0004,0.00046,0.00482,0.0004,0.0076,0.00046,0.00588,0.0004,0.01067,0.00046,0.67141,0.0004,0.69681,0.0334310494363307,0.0286287665367126,0.030622456076618,0.0289311987820388,0.0290876596287013,0.0290713108357908,0.0176345729812656,0.0177333990355875,0.0178281157343162,0.0178223257258617,5.52293157135283,5.011996569042569,5.06538481742367,-0.5604108158837601,-1.0975187959256,-1.0646855174526,0.0289014776155445,0.0244964306599685,0.0245246017310476,0.024523907005799,0.0168258204489124,0.0148181612221631,0.0148325602360809,0.014833289532495,15.24159772788497,15.144124956929161,15.146528727621412,11.93201385243027,11.84643696207016,11.84210257364398
ecaresnet26t.ra2_in1k,78.888,78.88666,0.8584291070856486,0.87119257780332,0.1616457253694534,0.0317634455859661,0.213510513305664,0.0872118473052978,0.716858214171297,0.7423851556066401,16011916,0.06415,0.05865,0.62723,0.82018,0.7016,0.94097,0.20719,0.13637,0.05441,0.04947,0.1616457253694534,0.0313089191913604,0.2147429585456848,0.0777150988578796,16011916,0.1616457402706146,0.0317277796566486,0.2133983373641967,0.0832434296607971,0.1616457104682922,0.031891006976366,0.2183718085289001,0.1128313541412353,0.1616465449333191,0.0321535542607307,0.2202546000480651,0.1189785599708557,256,0.74748,0.59085,0.59085,0.62234,0.62234,0.00318,0.0053,0.0044,0.00491,0.01834,0.01834,0.36144,0.36144,0.40061,0.40061,0.50143,0.50143,0.52425,0.52425,0.57248,0.57248,0.0401078090071678,0.0346034280955791,0.0458642120010288,0.0444164007387146,0.0457642785075888,0.0455665670642838,0.0270038930101283,0.0273351798746323,0.0281429680578967,0.0280402994209904,3.15673419240632,0.21788991695266,0.6489699130519699,-1.22681149854843,-4.21818827137677,-3.8379888798752697,0.0437425055443696,0.0379790747847912,0.0381878902011537,0.0381761884762271,0.0261695993216575,0.0232337190394627,0.0233499341440338,0.0233520083986014,13.17581306295407,12.698438907624249,12.725190290017649,11.21866730212048,10.77458291571999,10.76665671653686
ecaresnet50d.miil_in1k,80.624,80.64889,0.8426726528945406,0.8623040893085792,0.1614020615816116,0.0314093381166458,0.214054524898529,0.0988661646842956,0.6853453057890814,0.7246081786171583,25576350,0.06379,0.05557,0.64484,0.83752,0.70843,0.94079,0.1728,0.11685,0.04094,0.03927,0.1614020615816116,0.0310535989701747,0.215949535369873,0.0885970592498779,25576350,0.1614020466804504,0.0314108207821846,0.2123575210571289,0.0908719897270202,0.1614042818546295,0.0314108356833457,0.2151421308517456,0.1072357892990112,0.1614020764827728,0.0316375270485878,0.2238835096359253,0.1539442390203476,224,0.76756,0.57829,0.57829,0.63756,0.63756,0.0013,0.0013,0.00096,0.00096,0.00292,0.00414,0.00096,0.01353,0.01436,0.01436,0.48992,0.48992,0.46971,0.46971,0.58241,0.58241,0.0436748787760734,0.0355023369193077,0.0433486743731493,0.0424366900659445,0.0431089341286662,0.0430470885060075,0.0255857028792919,0.0262676718254381,0.0266745463678419,0.0266658849456338,2.10383436262526,0.5530509247397201,0.69572108375396,-2.66542978851728,-4.25567159005536,-4.2218190035191,0.0402125654021419,0.0349545823983821,0.0350725210361156,0.0350709831534962,0.024047826413589,0.0214303259772718,0.0215061488182853,0.0215099936884849,13.07547268168008,12.78218465950585,12.78600904276529,10.88456142064508,10.56926123629765,10.55327280502146
ecaresnet50d_pruned.miil_in1k,79.716,79.71111,0.8467538340283712,0.8520235204955463,0.007274848408997,0.0341868661344051,0.0694050192832946,0.0716593265533447,0.6935076680567425,0.7040470409910926,19939713,0.06428,0.06228,0.79011,0.83123,0.89174,0.93746,0.14471,0.12523,0.04834,0.04332,0.0083370432257652,0.034120537340641,0.0246270895004272,0.06697279214859,19939713,0.0070493598468601,0.0342917628586292,0.0409786328673362,0.0726521164178848,0.0086886631324887,0.0342939458787441,0.07863549888134,0.0887636244297027,0.0101289302110672,0.0344492010772228,0.1857177317142486,0.1031225025653839,224,0.91934,0.55783,0.55783,0.57694,0.57694,0.009,0.009,0.01062,0.01062,0.01384,0.01384,0.03064,0.03064,0.36515,0.36515,0.38288,0.38288,0.47231,0.47231,0.49692,0.49692,0.042156271636486,0.0401461161673069,0.0453512511120643,0.0411386551219666,0.0413862455928767,0.0413675376528943,0.026938994152855,0.0250483878456083,0.0251835451823653,0.0251812759985793,9.288819793941649,8.74288012339483,8.78413133372236,7.018102816011799,6.51638647133255,6.52480988823189,0.0445135777017877,0.0392933328967204,0.0394312031978611,0.0394257271979495,0.0265185285082339,0.0238705985782484,0.0239423103884162,0.0239445065788236,11.72730900229933,11.41758260361639,11.4298844678887,9.98520686833468,9.714785339683191,9.706503619199971
ecaresnet50t.a1_in1k,81.288,81.21778,0.8782930275745617,0.8755168406919935,0.1030141413211822,0.0459641367197036,0.4395827651023865,0.1105376854538917,0.7565860551491235,0.7510336813839871,25573814,0.04644,0.04735,0.91586,0.84366,0.99971,0.98556,0.07616,0.13632,0.03092,0.06027,0.1029784753918647,0.045883122831583,0.275188148021698,0.1040101647377014,25573814,0.1030540466308593,0.0461372658610343,0.2810571193695068,0.1034202575683593,0.1030540689826011,0.0461373031139373,0.4395827651023865,0.47273650765419,0.103104792535305,0.046423751860857,0.9451277852058412,0.3666486740112304,224,1.51237,0.67485,0.67485,0.66787,0.66787,0.27427,0.27427,0.23628,0.23628,0.46789,0.46789,0.45328,0.45328,0.56679,0.56679,0.55605,0.55605,0.63029,0.63029,0.62152,0.62152,0.0277216359972953,0.0284888371825218,0.036307049851641,0.0309157237437367,0.0309682353946566,0.0308948628865182,0.021203518901489,0.0181631478752547,0.0181895659003726,0.0181536354046333,14.84925415293867,14.70462204668248,14.90671092043623,14.338992694371749,14.214400048968551,14.38385539223616,0.036631738060529,0.0330206563761185,0.0334463390863952,0.0333896355781445,0.0211261306271411,0.0193220235288242,0.019554653954554,0.019537319072136,9.857795113198529,8.69573529072075,8.850528678239181,8.539694893295641,7.4385447118658705,7.52059893525387
ecaresnet50t.a2_in1k,80.864,80.87777,0.8783425299615325,0.8759415634462691,0.095980979502201,0.0434920638799667,0.2557530999183655,0.1100560426712036,0.756685059923065,0.751883126892538,25573814,0.04748,0.04829,0.90462,0.84251,0.99914,0.98443,0.08534,0.13645,0.03472,0.05924,0.0959809571504592,0.0434554405510425,0.2457366585731506,0.1050801873207092,25573814,0.0960533767938613,0.0430321581661701,0.2609174847602844,0.1031684279441833,0.0960600301623344,0.0442835465073585,0.2688071131706238,0.1155065894126892,0.0960813835263252,0.0444564595818519,0.305646538734436,0.1490922272205352,224,1.37454,0.66435,0.66435,0.65912,0.65912,0.30463,0.30463,0.2797,0.2797,0.46515,0.46515,0.45872,0.45872,0.55967,0.55967,0.55092,0.55092,0.61601,0.61601,0.61208,0.61208,0.0278756953775882,0.0287178307771682,0.0374197048218175,0.0321227060208468,0.0321887921933084,0.0321562962688505,0.022073708453337,0.0190631868458075,0.0190914061564249,0.0190774928035,14.15564026010758,13.97903231310159,14.065874057612,13.638494926639112,13.510653650321562,13.573684984427931,0.0374743283640541,0.0337580816640492,0.0341465954211721,0.0340992843747216,0.021854006358791,0.0199359943110822,0.0201377092696965,0.0201245996715492,9.916779999103479,8.880033580732551,9.006282798572771,8.77647794285255,7.8534665951727005,7.91345375694073
