Architecture,Accuracy,Accuracy_TS,AUROC,AUROC_TS,ECE_15,ECE_15_TS,MCE_15,MCE_15_TS,Gamma Correlation,Gamma Correlation_TS,Parameters #,AURC,AURC_TS,Confidence Mean,Confidence Mean_TS,Confidence Median,Confidence Median_TS,Confidence GINI,Confidence GINI_TS,Confidence Variance,Confidence Variance_TS,A-ECE,A-ECE_TS,A-MCE,A-MCE_TS,Parameters # Trainable,ECE_10,ECE_10_TS,MCE_10,MCE_10_TS,ECE_30,ECE_30_TS,MCE_30,MCE_30_TS,ECE_50,ECE_50_TS,MCE_50,MCE_50_TS,input size,Temperature,Coverage_for_Accuracy_95,Coverage_for_Accuracy_95_nonstrict,Coverage_for_Accuracy_95_TS,Coverage_for_Accuracy_95_nonstrict_TS,Coverage_for_Accuracy_99,Coverage_for_Accuracy_99_nonstrict,Coverage_for_Accuracy_99_TS,Coverage_for_Accuracy_99_nonstrict_TS,Coverage_for_Accuracy_98,Coverage_for_Accuracy_98_nonstrict,Coverage_for_Accuracy_98_TS,Coverage_for_Accuracy_98_nonstrict_TS,Coverage_for_Accuracy_97,Coverage_for_Accuracy_97_nonstrict,Coverage_for_Accuracy_97_TS,Coverage_for_Accuracy_97_nonstrict_TS,Coverage_for_Accuracy_96,Coverage_for_Accuracy_96_nonstrict,Coverage_for_Accuracy_96_TS,Coverage_for_Accuracy_96_nonstrict_TS,EAURC,EAURC_TS,hAURC_selective_01,hAURC_climbing_01,hAURC_jumping_01,hAURC_maxcoverage_01,hAURC_selective_hier,hAURC_climbing_hier,hAURC_jumping_hier,hAURC_maxcoverage_hier,Gain_climbing_01,Gain_jumping_01,Gain_maxcoverage_01,Gain_climbing_hier,Gain_jumping_hier,Gain_maxcoverage_hier,hAURC_selective_01_TS,hAURC_climbing_01_TS,hAURC_jumping_01_TS,hAURC_maxcoverage_01_TS,hAURC_selective_hier_TS,hAURC_climbing_hier_TS,hAURC_jumping_hier_TS,hAURC_maxcoverage_hier_TS,Gain_climbing_01_TS,Gain_jumping_01_TS,Gain_maxcoverage_01_TS,Gain_climbing_hier_TS,Gain_jumping_hier_TS,Gain_maxcoverage_hier_TS
repvit_m1_5.dist_300e_in1k,82.376,82.31778,0.8655600614760232,0.8654863573374137,0.033636201173067,0.0263421200215816,0.141208067536354,0.1445509195327758,0.7311201229520464,0.7309727146748275,14644432,0.04675,0.04706,0.85633,0.84765,0.96556,0.95845,0.11387,0.119,0.04189,0.04379,0.0325692147016525,0.0254185702651739,0.067319631576538,0.0532523393630981,14644432,0.0332538411021232,0.026098046451807,0.1482446491718292,0.1054620072245597,0.0340729430317878,0.0263421311974525,0.1499200165271759,0.1445509195327758,0.0340836010873317,0.0270758494734764,0.2640851140022278,0.2278680652379989,224,1.02917,0.67033,0.67033,0.66943,0.66943,0.10996,0.10996,0.11249,0.11249,0.42363,0.42363,0.41824,0.41824,0.52853,0.52853,0.52246,0.52246,0.60427,0.60427,0.6043,0.6043,0.0302208587527275,0.0304103009402751,0.0350481409431155,0.0298123061731573,0.0299521558949467,0.0299456842300411,0.0200616689578918,0.0174593351591656,0.0175389121656484,0.0175409931560406,14.938980011681991,14.539958214730369,14.558423288002171,12.971671520391881,12.575009574420251,12.5646366069638,0.0352121801418251,0.0301833228778248,0.0303409574513374,0.0303320387937697,0.020066252381372,0.0176756452684754,0.017766341875056,0.017768547079005,14.28158450781923,13.83391392088682,13.859242251969539,11.91357044385549,11.46158466765365,11.450595052317949
repvit_m1_5.dist_450e_in1k,82.504,82.47333,0.8661862886885123,0.8657386253096155,0.0379841811954975,0.0291753262281417,0.0905826687812805,0.0689663887023925,0.7323725773770245,0.731477250619231,14644432,0.04637,0.04671,0.86274,0.85307,0.96904,0.9613,0.10904,0.11447,0.04022,0.04211,0.0376951731741428,0.0284030064940452,0.0886183977127075,0.0705237388610839,14644432,0.0379769578576087,0.0287035126239061,0.0863425135612487,0.0660364031791687,0.0381641946732997,0.029802756384015,0.1048185229301452,0.0786793828010559,0.0384762994945049,0.0304031409323215,0.1253784298896789,0.0875455141067504,224,1.0334,0.00018,0.67395,0.0002,0.67096,0.00018,0.089,0.0002,0.09709,0.00018,0.39969,0.0002,0.39208,0.00018,0.54489,0.0002,0.54088,0.00018,0.62225,0.0002,0.62043,0.0300853922963142,0.0303689017891883,0.0346213271737791,0.0293273016929105,0.0294526453154757,0.0294440809642747,0.0198896144413847,0.0172088646342778,0.0172811457532932,0.0172817228935846,15.29122628458376,14.92918463916643,14.95392185145777,13.4781386286153,13.11472726522018,13.11182554838178,0.0347660060743095,0.0296234018170211,0.0297533595605068,0.0297436652729948,0.0199539077621124,0.0173902403205859,0.0174594009824269,0.0174605035242905,14.79204785932717,14.41824091927201,14.44612530579406,12.84794673850474,12.50134464599453,12.49581920267421
repvit_m2.dist_in1k,80.464,80.44889,0.8625314087384082,0.86321662394481,0.017999155446887,0.0241960268467664,0.0551509857177734,0.0462126731872558,0.7250628174768163,0.7264332478896199,8797984,0.05476,0.05465,0.81759,0.82648,0.94004,0.94812,0.14301,0.1373,0.0536,0.05151,0.0179168749600648,0.0231819115579128,0.0302038192749023,0.0466283559799194,8797984,0.0178305134177207,0.0240702573210001,0.0465732216835022,0.046287715435028,0.0185783151537179,0.0244124811142683,0.0805110782384872,0.0552172660827636,0.0199579764157533,0.0250141583383083,0.1051964163780212,0.1929527670145034,224,0.97418,0.62105,0.62105,0.62248,0.62248,0.00088,0.00088,0.00082,0.00082,0.00088,0.36139,0.00082,0.36208,0.46709,0.46709,0.47015,0.47015,0.55239,0.55239,0.55159,0.55159,0.0342940725386142,0.0341524332761764,0.0406918013712251,0.0355615525789605,0.0359290261943684,0.0358962184293614,0.0234142572480582,0.0209629888228008,0.021170950962759,0.0211653506316853,12.60757356368209,11.70450807376796,11.785133074140191,10.46912741791408,9.5809414816486,9.60485994728448,0.0406265392556372,0.0352730173429784,0.0356029052496887,0.0355730133958263,0.0233575503366606,0.0207975450667488,0.0209888125348015,0.0209817888426934,13.177400809289841,12.36539980513212,12.438976965308731,10.96007600546057,10.141208164886981,10.17127849335426
repvit_m2_3.dist_300e_in1k,83.506,83.50444,0.8645462113595573,0.8625927020582581,0.0356526710093021,0.0318428240716457,0.186727300286293,0.1889574527740478,0.7290924227191147,0.7251854041165161,23688792,0.04382,0.04438,0.86987,0.86478,0.9703,0.96616,0.10255,0.10525,0.03734,0.03823,0.0348084792494773,0.0297317598015069,0.0921879410743713,0.0793179869651794,23688792,0.0355423614382743,0.0313476733863353,0.1834273338317871,0.1555162668228149,0.0365262776613235,0.0324763283133506,0.186727300286293,0.1889574527740478,0.0369037427008152,0.0328516401350498,0.1999265253543853,0.1808583736419677,224,1.01755,0.70047,0.70047,0.69707,0.69707,0.00062,0.00062,0.00062,0.00062,0.00062,0.42981,0.00062,0.42432,0.00062,0.55645,0.00062,0.55192,0.64345,0.64345,0.63539,0.63539,0.0293994918465614,0.0299611091613769,0.0322590680084778,0.027367441767716,0.0274833603748317,0.0274791701236005,0.0183734102131457,0.0159435433049766,0.0160054103018233,0.0160071677201437,15.163569634052301,14.804233130327878,14.81722250506771,13.224909692761088,12.888189420754301,12.878624411863528,0.0325324095927314,0.0277514771283448,0.0278908276406375,0.0278842307018684,0.0184767275336996,0.0161559621969364,0.0162306656959611,0.0162322675076275,14.69590640299435,14.26756274804483,14.287840799537522,12.56047821525938,12.15616690586507,12.14749755863625
repvit_m2_3.dist_450e_in1k,83.742,83.57778,0.8640794572815822,0.8628985539575567,0.0447606928646564,0.0393554903566837,0.1125419735908508,0.1075094938278198,0.7281589145631643,0.7257971079151134,23688792,0.04302,0.04417,0.88175,0.87461,0.97625,0.97105,0.09395,0.0978,0.03389,0.03518,0.0443290658295154,0.0388309098780155,0.1117674112319946,0.1009522676467895,23688792,0.0445577055215835,0.0393010899424552,0.109242558479309,0.1061064600944519,0.044800516217947,0.0395175777375698,0.1273419857025146,0.1165404915809631,0.0449420474469661,0.040038414299488,0.1325229406356811,0.133057951927185,224,1.02515,0.00032,0.70489,0.00036,0.70012,0.00032,0.00516,0.00036,0.0048,0.00032,0.40559,0.00036,0.00607,0.00032,0.56771,0.00036,0.55739,0.00032,0.65273,0.00036,0.64459,0.0290251225233078,0.0298849083483219,0.0317214573183151,0.0265977703414059,0.0266748471895552,0.0266728839180565,0.0179930001658027,0.0154203692331295,0.0154683132782932,0.01546945643621,16.15211724194946,15.909137080679258,15.915326176845229,14.297954254247761,14.03149482712649,14.02514147912316,0.0323019120868016,0.0273177813660715,0.0274010506230871,0.0273990880434659,0.0182301116019038,0.0157910164606352,0.0158420146834941,0.0158435980727038,15.42983185433981,15.172047557262012,15.17812329549056,13.37948551567782,13.099738337094468,13.091052766515809
repvit_m3.dist_in1k,81.498,81.50445,0.8638932481554007,0.8644630250254215,0.0263014156371355,0.0208865962922573,0.108701154589653,0.1110394150018692,0.7277864963108014,0.728926050050843,10682832,0.05098,0.05075,0.83936,0.83369,0.95753,0.95243,0.1275,0.13093,0.04765,0.04883,0.0261871218681335,0.0210726130753755,0.0536943078041076,0.0405802726745605,10682832,0.0264878012239933,0.0214293971657753,0.0515398979187011,0.0426682978868484,0.0267326980829238,0.0220036599785089,0.108701154589653,0.1110394150018692,0.0270335618406534,0.0226118024438619,0.0758373737335205,0.196980819106102,224,1.01917,0.00014,0.65099,0.00016,0.65299,0.00014,0.00014,0.00016,0.00549,0.00014,0.00014,0.00016,0.3597,0.00014,0.49185,0.00016,0.50117,0.00014,0.59395,0.00016,0.59588,0.0326956026256084,0.0324822627007961,0.0376397737454343,0.0323434513757144,0.0325802367947017,0.0325626547691737,0.0217843056094137,0.0191456806324544,0.0192638701718109,0.0192624749308044,14.071079187510499,13.441996184544811,13.48870747895071,12.11250440692976,11.56995996472628,11.576364763812022,0.0375359035360594,0.0324112022135276,0.0326743117577783,0.0326515304102122,0.0217342551186962,0.0192092218371084,0.0193400895080769,0.019335356921643,13.65279862680964,12.95184428852407,13.01253644035757,11.617758546579921,11.01563222454229,11.03740700544923
res2net101_26w_4s.in1k,79.202,79.23778,0.8438033092959274,0.8512994785839205,0.0289660319685935,0.0397502072155475,0.0547724291682243,0.1155032515525817,0.6876066185918549,0.7025989571678409,45206688,0.07252,0.06824,0.76676,0.832,0.86523,0.93844,0.14027,0.11858,0.04402,0.04118,0.0291894488036632,0.0412876345217227,0.0615397691726684,0.1104568243026733,45206688,0.0281459391117095,0.0397681333124637,0.0502790808677673,0.106425404548645,0.0309888571500778,0.0398898422718048,0.0598000884056091,0.1204795241355896,0.0324337519705295,0.0401877984404563,0.0914463624358177,0.280026912689209,224,0.89667,0.0003,0.0043,0.00033,0.59354,0.0003,0.0003,0.00033,0.00033,0.0003,0.0003,0.00033,0.00033,0.0003,0.0003,0.00033,0.00033,0.0003,0.0042,0.00033,0.00458,0.0492186471819877,0.0450164526700973,0.0473571806898529,0.0446402218640915,0.0449535783083311,0.0449419396055809,0.0283648104907696,0.0278125460261008,0.0279984983266741,0.0280043535758836,5.73716337455778,5.0754760872764395,5.1000525138725,1.94700565635197,1.29143173445357,1.2707890821383299,0.0460170297795033,0.0416212210123064,0.0417866105395213,0.0417834352974417,0.0277539245281689,0.0259210919745772,0.0260207102895659,0.0260234541919737,9.55256953406153,9.19316014147929,9.200060287131551,6.60386804659437,6.24493388977767,6.23504735137138
res2net101d.in1k,81.24,81.30667,0.8562448886607268,0.850571071531447,0.0771211609244346,0.0391034334897995,0.2175321578979492,0.1340579986572265,0.7124897773214535,0.7011421430628939,45225920,0.0579,0.06046,0.88952,0.85217,0.98013,0.9469,0.08785,0.10349,0.03142,0.03593,0.0771211683750152,0.0405378490686416,0.1998353600502014,0.1245811581611633,45225920,0.077121153473854,0.0391034111380577,0.2106068730354309,0.13487309217453,0.0771211609244346,0.0393428616225719,0.2383217215538025,0.1530413031578064,0.0771757885813713,0.0394206121563911,0.2378149628639221,0.1489164233207702,224,1.12507,0.64793,0.64793,0.64165,0.64165,0.00076,0.00076,0.00078,0.00078,0.00076,0.00076,0.00078,0.00078,0.00154,0.00402,0.00113,0.00631,0.00182,0.58835,0.02658,0.02658,0.0390857569873333,0.0417797975242137,0.0395064582882157,0.0332722960681677,0.0333303996385097,0.0333299559319973,0.0240760721601217,0.0209148128706549,0.0209445476538844,0.0209465158016032,15.78010910157339,15.63303550181364,15.634158625808231,13.13029496025078,13.00679149576627,12.998616791413701,0.0401837290201956,0.0351629576907065,0.0352687863362008,0.0352640221991976,0.0243063017927984,0.0220501552742511,0.0221073850818207,0.022108799950284,12.49453809268353,12.23117615969551,12.24303204544658,9.28214640705144,9.046693856278921,9.04087286189095
res2net50_14w_8s.in1k,78.144,78.06666,0.8476321644959548,0.854678592842737,0.0267857834696769,0.0350186452269554,0.0530402734875679,0.1062917709350586,0.6952643289919095,0.7093571856854739,25059816,0.07383,0.07047,0.75764,0.81558,0.86233,0.93085,0.15401,0.13292,0.04978,0.04694,0.027842678129673,0.035125907510519,0.0592516660690307,0.1052656769752502,25059816,0.0271392427384853,0.0349108763039112,0.0477372407913208,0.1070588827133178,0.0287538189440965,0.0353483632206916,0.058971457183361,0.1178166270256042,0.0302310772240161,0.0352076925337314,0.0676946938037872,0.1196315288543701,224,0.90186,6e-05,0.55073,4e-05,0.5749,6e-05,6e-05,4e-05,4e-05,6e-05,6e-05,4e-05,4e-05,6e-05,6e-05,4e-05,4e-05,6e-05,6e-05,4e-05,4e-05,0.0479875057935714,0.0444398075342178,0.0499075720129931,0.0469435812319856,0.0473262185658556,0.0473022078348738,0.0301969670556166,0.0294032329518246,0.029585118003578,0.0295924086304709,5.93896008452544,5.17226814092554,5.22037853783198,2.6285226007305,2.02619372638201,2.00205015302434,0.0489362381463519,0.0442153413396321,0.0444341816585504,0.0444278851927561,0.0297893923897881,0.027688756541837,0.0277912896382292,0.0277986924853696,9.64703660424647,9.19984179073477,9.212708463843999,7.051623680217101,6.707430367877711,6.6825797531235205
res2net50_26w_4s.in1k,77.982,78.02445,0.8521850125962978,0.8597428609454668,0.0373971760272979,0.0373430699110031,0.0598106384277343,0.1165773868560791,0.7043700251925956,0.7194857218909336,25699120,0.07213,0.06818,0.74242,0.81741,0.84482,0.93304,0.16159,0.13321,0.05133,0.04714,0.0375468395650386,0.0373483523726463,0.0672070384025573,0.1011821031570434,25699120,0.0373971685767173,0.0373430997133255,0.0620650053024292,0.1005858182907104,0.0383196175098419,0.0374713093042373,0.0708671659231185,0.1233044266700744,0.0390575528144836,0.0375513806939125,0.1161114498972892,0.1300901770591735,224,0.87803,0.55423,0.55423,0.57883,0.57883,0.00062,0.00062,0.0008,0.0008,0.00062,0.00468,0.0008,0.0008,0.00062,0.00592,0.00127,0.00582,0.00182,0.46427,0.51861,0.51861,0.0458900481462478,0.0420373678207397,0.0496194943446816,0.046839709924104,0.0472726345219634,0.0472488951053641,0.0299939112239405,0.0293337757119267,0.029578458804458,0.0295881472337493,5.60220223379923,4.72971329859954,4.7775562218554,2.20089839929539,1.38512252163646,1.35282120148205,0.0481950850054511,0.0433793276085194,0.0436034369018743,0.0435941740605966,0.0293537699388369,0.027179476026824,0.0273064870441324,0.0273096497517276,9.992216833702031,9.52721237665098,9.54643184950098,7.40720499119302,6.97451434337152,6.963739892247391
res2net50_26w_6s.in1k,78.562,78.62445,0.8449135193155559,0.8519036116606866,0.0298990216106176,0.03322634100914,0.0613032020628452,0.114144742488861,0.6898270386311117,0.7038072233213732,37051448,0.07517,0.07096,0.76194,0.8194,0.86151,0.92739,0.14414,0.12527,0.04523,0.04317,0.0306715182960033,0.0363663472235202,0.0696480870246887,0.1195824146270752,37051448,0.029648108407855,0.0332381948828697,0.054695188999176,0.1121517419815063,0.0318758450448513,0.0366273336112499,0.0646254494786262,0.12293142080307,0.0334611721336841,0.0357057005167007,0.0680954456329345,0.1381996870040893,224,0.91098,0.00982,0.00982,0.57663,0.57663,0.00102,0.00102,0.00089,0.00089,0.00148,0.00148,0.00089,0.00089,0.00162,0.00162,0.0036,0.00504,0.00278,0.00424,0.01378,0.01378,0.0503439605236053,0.0462900400161743,0.0490992685149097,0.0464165969459182,0.0467456393126613,0.0467297644553548,0.029588581447458,0.0291046107970947,0.0292871465221671,0.0292898297441723,5.46377094839379,4.79361357803874,4.8259457446608405,1.6356669589676,1.01875423066899,1.0096857932043002,0.0477355346958961,0.0434463157522472,0.0436363881099018,0.0436340388663403,0.0288392851142971,0.0271076621924824,0.027210173019157,0.0272169596079862,8.98537948925001,8.58720157238902,8.59212294506537,6.0043892036569,5.64893369819482,5.6254012534680005
res2net50_26w_8s.in1k,78.942,78.92889,0.846444292248027,0.8536478332627574,0.0300428438931703,0.0430645458400249,0.0546750538051128,0.139132022857666,0.692888584496054,0.7072956665255149,48403776,0.07253,0.06876,0.76955,0.83211,0.86741,0.93732,0.13858,0.11801,0.04366,0.04106,0.0313508138060569,0.0440614186227321,0.0586856007575988,0.1406625509262085,48403776,0.029614794999361,0.0429910458624362,0.0481888651847839,0.1401053667068481,0.0330245196819305,0.0430645607411861,0.0712286159396171,0.1438956260681152,0.0328684337437152,0.0431210212409496,0.0988857671618461,0.2017107009887695,224,0.90106,0.00018,0.0183,0.00029,0.58952,0.00018,0.00018,0.00029,0.00029,0.00018,0.00018,0.00029,0.00489,0.00018,0.00418,0.00029,0.00584,0.00018,0.00866,0.00029,0.0138,0.0486172437667846,0.0448164418339729,0.0476984074157195,0.0446174395029471,0.0448941159664318,0.0448702280573771,0.028621604173527,0.0277979649286965,0.027962618588744,0.0279619613811676,6.45926788691278,5.87921400571428,5.92929515170842,2.8776837239343,2.3024061851589903,2.30470237922407,0.0465398905918405,0.0418833202749289,0.0420319478230143,0.0420231870965624,0.0281258009481702,0.0260820319575742,0.026172582495789,0.0261745179545032,10.005546333897069,9.68619116095777,9.70501528439353,7.26652725148081,6.94457895076685,6.93769751575367
res2net50_48w_2s.in1k,77.526,77.52,0.8531820312864762,0.8604428169978621,0.0435460098087787,0.0279028322547674,0.095050111413002,0.0739339590072631,0.7063640625729524,0.7208856339957241,25287304,0.07085,0.06796,0.73171,0.80069,0.84205,0.92757,0.19028,0.15403,0.06636,0.05768,0.0450945496559143,0.0276403967291116,0.0891205668449401,0.0695796012878418,25287304,0.043545976281166,0.0275513734668493,0.0984567999839782,0.0715896487236023,0.0449935309588909,0.0285419709980487,0.1130948215723037,0.0768881440162658,0.0450601652264595,0.0292417202144861,0.1205612272024154,0.0917100310325622,224,0.86974,0.00012,0.54135,7e-05,0.56288,0.00012,0.00012,7e-05,0.00456,0.00012,0.01132,7e-05,0.0128,0.00012,0.35195,7e-05,0.42439,0.00012,0.47517,7e-05,0.50966,0.0434589311480522,0.0405542328953743,0.0508344074046331,0.0478783079208025,0.0487520773781428,0.0486681489468703,0.0304252474328603,0.0295822129819059,0.0300681028507055,0.03005834017883,5.81515480312492,4.09630038551524,4.26140200773826,2.77083843874955,1.17384281900374,1.2059302223917399,0.0495874256971395,0.044871280102762,0.0452710298341172,0.0452556943173201,0.0298990764397774,0.0277710758901945,0.027983512051207,0.0279934073357267,9.51076916793748,8.704617758108819,8.7355439789835,7.11727853490423,6.406767755615431,6.37367213629185
res2net50d.in1k,80.254,80.25556,0.8612696469323693,0.8585248570131476,0.0622978657484054,0.0356584824621677,0.1640708446502685,0.1139314770698547,0.7225392938647385,0.7170497140262952,25718352,0.05927,0.06058,0.86484,0.83809,0.97007,0.94475,0.10586,0.11813,0.03829,0.04179,0.0622978620231151,0.036463800817728,0.1596717834472656,0.1021152734756469,25718352,0.062309943139553,0.0356042683124542,0.1529930830001831,0.1101472377777099,0.062337726354599,0.0356585048139095,0.1774573326110839,0.1212038993835449,0.0624081529676914,0.037012193351984,0.1859145760536193,0.132977545261383,224,1.08419,0.63555,0.63555,0.62961,0.62961,0.0005,0.00476,0.00049,0.00453,0.0005,0.01294,0.00049,0.01182,0.0005,0.03176,0.00049,0.02733,0.57015,0.57015,0.00049,0.56185,0.0383459776639938,0.0396653860807418,0.0414803704746505,0.035119007969299,0.0352278002635629,0.0352226619867475,0.0254097759254746,0.0221190256255667,0.0221761358430812,0.022178157873628,15.33583821108584,15.07356404858694,15.085951297679982,12.950725380497369,12.72596850864604,12.718010821208308,0.0419104081516646,0.0362995207799275,0.0364661400549411,0.0364552345983981,0.0254836994272244,0.0227833651456583,0.0228774197137122,0.0228765596419371,13.387813717853739,12.990253106154029,13.016273985033338,10.59631977404851,10.22724240236435,10.23061739027609
res2next50.in1k,78.232,78.18444,0.8465828290144197,0.8544525172189307,0.0323861204087734,0.0388079956173896,0.0610293447971344,0.1072770953178405,0.6931656580288394,0.7089050344378615,24671464,0.07291,0.06928,0.74993,0.82061,0.85683,0.9393,0.16258,0.13369,0.05375,0.04877,0.0331633388996124,0.0387674272060394,0.0544155240058898,0.1033161282539367,24671464,0.0323861166834831,0.0387775562703609,0.0544240176677703,0.1125904321670532,0.0337122492492198,0.0389082208275795,0.0675005614757537,0.1245843172073364,0.0350904911756515,0.039123173803091,0.0807844698429107,0.129769742488861,224,0.88107,0.53983,0.53983,0.56725,0.56725,0.00052,0.00052,0.00071,0.00071,0.00052,0.00052,0.00071,0.00071,0.00052,0.0765,0.00071,0.30353,0.00226,0.39229,0.48986,0.48986,0.0472851917147636,0.043532982468605,0.0498185398617325,0.0467187407206103,0.0471967108450934,0.0471523244862362,0.0299258484884027,0.029018280260463,0.0292764757409148,0.0292728160369738,6.22217983450628,5.26275764788726,5.351853713288509,3.03272346076134,2.1699393009342,2.18216854129283,0.0486209669718725,0.0436823260206421,0.043918669781265,0.0439052796249694,0.0293367110883185,0.0270925911770673,0.0272182579699324,0.0272233914671062,10.15743054655293,9.67133622276131,9.69887610345373,7.649527939567729,7.221167744429439,7.20366920085263
resmlp_12_224.fb_distilled_in1k,77.956,77.93334,0.8591196622423665,0.8630018053376775,0.0328160636126995,0.0269518233835697,0.0799839124083519,0.1256911307573318,0.718239324484733,0.7260036106753548,15350872,0.06663,0.06496,0.74674,0.80622,0.85624,0.9272,0.17662,0.14722,0.06048,0.05355,0.0332639142870903,0.0268903598189353,0.0555692911148071,0.0564306378364563,15350872,0.0328160189092159,0.0272501464933156,0.0633074939250946,0.0633169412612915,0.0328173451125621,0.0275970809161663,0.0858488380908966,0.1256911307573318,0.0332503244280815,0.0276546981185674,0.0949741601943969,0.1446419358253479,224,0.88112,0.55911,0.55911,0.56923,0.56923,0.00314,0.00416,0.003,0.003,0.19156,0.19156,0.27377,0.27377,0.40211,0.40211,0.43392,0.43392,0.49759,0.49759,0.51674,0.51674,0.0403232723474502,0.0385893881320953,0.0485066635706927,0.045064401080138,0.0457186134184663,0.0456756533504789,0.0285328258373456,0.0272600455157277,0.0276180034084931,0.0276180872761974,7.0964734268684895,5.74776731069761,5.83633260219582,4.46075803663283,3.2062103980429697,3.20591646394469,0.0479068240708127,0.0429200088174081,0.0432509553787711,0.0432384511879023,0.0283760837069611,0.0259787224718218,0.0261583584536934,0.0261608413854713,10.40940481889053,9.71859183393076,9.74469289805123,8.448527499061411,7.81547332665823,7.806723240481441
resmlp_12_224.fb_in1k,76.646,76.62666,0.8542706873663259,0.863810594059348,0.1211424693465232,0.0248296167701482,0.1706507802009582,0.0545115172863006,0.708541374732652,0.7276211881186961,15350872,0.07373,0.0693,0.64532,0.79108,0.71673,0.90926,0.21393,0.15526,0.06046,0.05493,0.1211424320936203,0.0248134955763816,0.166900634765625,0.0491121411323547,15350872,0.1211424320936203,0.0249247346073389,0.1685444712638855,0.0511423051357269,0.1211458370089531,0.024925073608756,0.1734055280685424,0.0549668669700622,0.1211426928639411,0.0249907933175563,0.1771596670150756,0.0728281736373901,224,0.79024,0.0003,0.52075,0.00029,0.54961,0.0003,0.01384,0.00029,0.04327,0.0003,0.14348,0.00029,0.29615,0.0003,0.34755,0.00029,0.42197,0.0003,0.44889,0.00029,0.49019,0.0440478697419166,0.0395654588937759,0.0533559653672333,0.0520163064324858,0.0534940195971729,0.0533184860128166,0.0317039487453283,0.0320833223041428,0.0329080022661018,0.0328538420513854,2.51079504517832,-0.25874188385386,0.07024398145315,-1.19661295778001,-3.7978030132633602,-3.62697188067657,0.0517074702796891,0.0462317523023669,0.0466147049726232,0.0465818092903678,0.031191763235306,0.0285305562501672,0.0287257918385757,0.0287221914778403,10.589800560158249,9.84918674133308,9.91280556096879,8.53176194325114,7.90584160993853,7.91738427493046
resmlp_24_224.fb_distilled_in1k,80.754,80.76667,0.8647893942520148,0.8672403460037278,0.0235365349799394,0.0367683917284011,0.0529146417975425,0.110133409500122,0.7295787885040297,0.7344806920074557,30020680,0.05441,0.05352,0.80613,0.84444,0.90604,0.94632,0.12642,0.11214,0.04172,0.03881,0.0237849093973636,0.0380032621324062,0.0439675450325012,0.1099252104759216,30020680,0.0233481097966432,0.0367683693766593,0.0462643504142761,0.1043018698692321,0.0237778592854738,0.0375167950987815,0.0546045899391174,0.1227789521217346,0.0251458808779716,0.0380471125245094,0.0942369773983955,0.1329106092453003,224,0.92712,0.64009,0.64009,0.64567,0.64567,0.00194,0.00194,0.0018,0.0018,0.00196,0.00412,0.0028,0.00493,0.50317,0.50317,0.5125,0.5125,0.58365,0.58365,0.59012,0.59012,0.0345765426754951,0.0337101034820079,0.0395346242779818,0.0354976900150981,0.0357033707549777,0.0356856786533799,0.0229238064383091,0.0212137824455309,0.0213258097421516,0.0213220091030737,10.21113602724192,9.69088132990775,9.73563223350402,7.4595988121785,6.97090468137561,6.98748412287512,0.0391188724018542,0.0342884795088229,0.0344198825556693,0.0344110696612455,0.0227379226143045,0.0204269673931158,0.0204975051536472,0.0204969704708612,12.34798601404032,12.012078972813429,12.03460747090835,10.16344043556056,9.853219657136961,9.85557115949324
resmlp_24_224.fb_in1k,79.39,79.34222,0.859924627858992,0.8685432097215082,0.0723051354289054,0.0406272672116756,0.0971107482910156,0.1213741898536682,0.7198492557179841,0.7370864194430164,30020680,0.06108,0.05716,0.72161,0.83404,0.81207,0.94134,0.15873,0.12051,0.04618,0.04162,0.0722881257534027,0.0418651141226291,0.1013246774673461,0.112584114074707,30020680,0.0722881555557251,0.0406133122742176,0.0924127697944641,0.1087571382522583,0.072305142879486,0.0412168949842453,0.1011834144592285,0.1237708330154419,0.0727235972881317,0.0414025969803333,0.1170233190059661,0.1405835151672363,224,0.83853,0.0002,0.60249,0.61788,0.61788,0.0002,0.0002,0.055,0.055,0.0002,0.21342,0.35313,0.35313,0.0002,0.42297,0.49143,0.49143,0.0002,0.53385,0.56732,0.56732,0.0382066294550895,0.0341835133731365,0.0441581557976042,0.0414233032460178,0.0418405442626442,0.0417891725165809,0.0261164614528881,0.0254537947101561,0.0256675868868623,0.0256543587533437,6.19331242935366,5.24843371082486,5.36476951592208,2.53735271115261,1.7187419009099598,1.7693924591505101,0.0428834245961417,0.0374001967992827,0.037519109544467,0.0375096612102235,0.0255816875684553,0.0228265302635116,0.0228794561354281,0.0228795653333555,12.786357079682432,12.50906405492,12.531096656869439,10.77003734632868,10.563147664891929,10.56272080514285
